by,descendants,id,kids,score,text,time,title,type,url
pseudolus,68.0,20541422,"[20546203, 20546240, 20546196, 20546205, 20546336, 20546309, 20546226, 20546362, 20547205, 20548654, 20548761, 20548603, 20547396, 20547046, 20547753, 20546931, 20546473, 20549274, 20546270]",106,,1564225382,Has the Time Come for City-Run Public Banks?,story,https://www.citylab.com/equity/2019/07/public-banks-local-financing-community-california-ab-857/593104/
axiomdata316,8.0,20540670,"[20547539, 20547645, 20548088, 20548859]",35,,1564208255,"Greed, Betrayal and Medical Misconduct at North York General",story,https://torontolife.com/city/greed-betrayal-medical-misconduct-north-york-general/
onetimemanytime,82.0,20540379,"[20541444, 20541491, 20541924, 20541618, 20541590, 20542319, 20541331, 20542688, 20541713, 20541288, 20542212, 20541468, 20544565, 20542218, 20543160, 20541736, 20542972]",131,,1564201800,"Facebook and Google Algorithms Are Secret, but Australia Plans to Change That",story,https://www.wsj.com/articles/facebook-and-google-algorithms-are-secretbut-australia-plans-to-change-that-11564134106?mod=rsswn
evo_9,153.0,20545438,"[20545708, 20545617, 20545728, 20546233, 20545950, 20545678, 20546422, 20546007, 20545691, 20546868, 20545751, 20545650, 20545883, 20547076, 20547818, 20545745, 20546154, 20549031, 20545840, 20545597, 20545784, 20546462, 20546022]",115,,1564279214,Apple: No Macintosh Forks. But the iPad...,story,https://mondaynote.com/apple-no-macintosh-forks-but-the-ipad-78894ddfadfb
bibyte,17.0,20533965,"[20542714, 20543548, 20542916, 20545083]",81,,1564140856,OOP Before OOP with Simula,story,https://twobithistory.org/2019/01/31/simula.html
SE_Student,6.0,20541899,"[20544183, 20543807, 20543772, 20542027]",80,,1564233344,SMT Solvers in Software Security (2012),story,https://www.usenix.org/conference/woot12/workshop-program/presentation/vanegue
ColinWright,0.0,20546927,,6,,1564312370,Powers of Two in Lexicographic Order,story,https://www.solipsys.co.uk/new/PowersOfTwoInLexOrder.html?sg28hn
CraneWorm,219.0,20542961,"[20544180, 20544055, 20544965, 20544424, 20546179, 20544324, 20544339, 20544590, 20543956, 20543402, 20543858, 20544516, 20545957, 20545879, 20547405, 20545582, 20546937, 20545586, 20545898, 20543952, 20546459, 20545560, 20545772, 20546160, 20545482, 20546001, 20546199, 20543753]",80,,1564247569,The Banana Trick and Other Acts of Self-Checkout Thievery (2018),story,https://www.theatlantic.com/magazine/archive/2018/03/stealing-from-self-checkout/550940/
ceohockey60,1.0,20551936,[20554886],5,,1564381375,Finland is winning the war on fake news,story,https://www.cnn.com/interactive/2019/05/europe/finland-fake-news-intl/
jedixit,16.0,20528958,"[20545715, 20537637, 20555232, 20545801, 20537746]",26,,1564084689,Clinical Trial on a Public Blockchain,story,https://medium.com/@niels.klomp/the-worlds-first-clinical-trial-in-production-on-the-blockchain-has-just-been-announced-by-the-e05b73557dd0
dedalus,8.0,20539131,"[20540431, 20545229, 20541684, 20544331, 20545699]",62,,1564182621,ZMap: Single packet network scanner designed for Internet-wide network surveys,story,https://zmap.io/
l2dy,4.0,20542219,"[20543708, 20543722]",86,,1564238438,Coreboot 4.10,story,https://blogs.coreboot.org/blog/2019/07/22/announcing-coreboot-4-10/
EndXA,19.0,20535628,"[20536016, 20537872, 20540327, 20537885, 20540597, 20538305, 20538989, 20541665, 20537614, 20539598, 20539610, 20538978]",138,,1564155923,Tree stumps that should be dead can be kept alive by nearby trees,story,https://www.newscientist.com/article/2211209-tree-stumps-that-should-be-dead-can-be-kept-alive-by-nearby-trees/
gk1,3.0,20542720,[20546517],41,,1564244801,Data Science Past and Future,story,https://blog.dominodatalab.com/data-science-past-future/
howard941,0.0,20550116,,18,,1564352077,We should be scared by the intrusive menace of facial recognition,story,https://www.theguardian.com/commentisfree/2019/jul/28/why-we-should-be-scared-by-intrusive-menace-of-facial-recognition
gerbilly,141.0,20535654,"[20544237, 20544305, 20545705, 20544667, 20546259, 20544185, 20544634, 20544431, 20544932, 20544798, 20544114, 20546057, 20544125, 20544598, 20546301, 20546012, 20546361, 20544710, 20544705, 20545256, 20546853, 20545440, 20544243, 20545905, 20544699, 20544814, 20545619, 20547160, 20545407, 20544981, 20544308, 20544589, 20545962, 20546867, 20545295, 20544972, 20546011, 20544211, 20546274, 20546314, 20544700, 20544499, 20544359, 20544436]",221,,1564156113,The Problem of Mindfulness,story,https://aeon.co/essays/mindfulness-is-loaded-with-troubling-metaphysical-assumptions
ckdarby,3.0,20550987,[20552332],11,,1564366148,Most developers feature creep on themselves,story,https://medium.com/@ckdarby/most-developers-feature-creep-on-themselves-f36ddaf7350d
ngaut,53.0,20531541,"[20533019, 20532874, 20532382, 20535402, 20532291, 20532241, 20533617, 20535311, 20534912, 20533912, 20534097]",241,,1564104406,SFTPGo: A Full Featured SFTP Server in Go,story,https://github.com/drakkan/sftpgo
SE_Student,11.0,20532785,"[20537982, 20533677, 20534436, 20537940, 20534384]",172,,1564122068,Stanford CS Education Library (2001),story,http://cslibrary.stanford.edu/
kurthr,0.0,20551671,,7,,1564376997,The Encryption Debate Is Over – on device filtering in the Hands of Facebook,story,https://www.forbes.com/sites/kalevleetaru/2019/07/26/the-encryption-debate-is-over-dead-at-the-hands-of-facebook/
bjoko,23.0,20542225,"[20543390, 20544786, 20543028, 20542555, 20542680, 20542698, 20542707, 20542887]",105,,1564238487,Raspberry Pi Model Railway Automation,story,https://phwallen.github.io/smrc/
signa11,53.0,20551129,"[20551400, 20551432, 20551482, 20552214, 20551548, 20551445, 20551375, 20551465, 20551573, 20551457, 20551435, 20551598, 20551410, 20551424, 20551378]",84,,1564368009,Emacs Users Are Like Terry Pratchett’s Igors (2013),story,https://chrisdone.com/posts/emacs-users-are-like-igor/
pseudolus,37.0,20547180,"[20547500, 20547883, 20547442, 20548138, 20547476, 20549051, 20547371, 20547644, 20547457, 20552762]",103,,1564316819,Make meaning your vocational goal,story,https://hbr.org/2019/07/why-you-should-stop-trying-to-be-happy-at-work
WalterSobchak,23.0,20539867,"[20540110, 20541810, 20540498, 20541838, 20541909, 20541801]",105,,1564191920,Amazon Transcribe Streaming Now Supports WebSockets,story,https://aws.amazon.com/blogs/aws/amazon-transcribe-streaming-now-supports-websockets/
amzans,52.0,20533596,"[20541830, 20541426, 20541616, 20541856, 20541755, 20541416, 20542450, 20541323, 20541519, 20541823, 20541583, 20537278, 20542870, 20542307, 20543159, 20541363, 20544805, 20541484, 20543664, 20541783, 20541641, 20541967, 20542082, 20542867]",87,,1564135082,Escape the scripter mentality if reliability matters (2011),story,http://rachelbythebay.com/w/2011/12/31/scripting/
gwern,32.0,20542333,"[20542464, 20542594, 20543320, 20544796, 20542761, 20545535, 20546169, 20545430, 20542580, 20542785, 20543196]",94,,1564239939,Hard Drive of Hearing: Disks That Eavesdrop with a Synthesized Microphone [pdf],story,https://spqr.eecs.umich.edu/papers/Kwong-HDDphone-IEEE-SP-2019.pdf
stmw,18.0,20548103,"[20549165, 20549055, 20548887, 20548800, 20549370, 20548864, 20549451, 20548774]",62,,1564328764,"'Anonymised' data can never be totally anonymous, says study",story,https://www.theguardian.com/technology/2019/jul/23/anonymised-data-never-be-anonymous-enough-study-finds
samclemens,0.0,20541019,,6,,1564215698,Nelson Algren: Chicago’s Bard of the Downtrodden,story,https://www.nationalreview.com/magazine/2019/07/29/nelson-algren-chicagos-bard-of-the-downtrodden/
walterbell,4.0,20550349,"[20550756, 20551725, 20551693, 20550737]",12,,1564355652,France wants to arm satellites with guns and lasers by 2030,story,https://www.theverge.com/2019/7/28/8934164/france-military-space-command-satellites-guns-lasers-2030
prostoalex,31.0,20538757,"[20541685, 20545706, 20543323, 20542198, 20540477]",41,,1564178640,What Microsoft’s revival can teach other tech companies,story,https://www.economist.com/leaders/2019/07/25/what-microsofts-revival-can-teach-other-tech-companies
da02,7.0,20539187,"[20539984, 20540229, 20540691, 20540446]",40,"Based on the current content, it seems the domain has become another how-to tech blog using Wordpress. (Not that there&#x27;s anything wrong with that.)<p>Has this &quot;passing of the torch&quot; of whytheluckystiff.net been covered before on HN?",1564183292,Ask HN: What happened to https://whytheluckystiff.net/?,story,
stevewilhelm,55.0,20539922,"[20542153, 20540291, 20543239, 20539960, 20540234, 20540715, 20541335, 20541588, 20541039, 20541291, 20542889, 20542038, 20541319, 20541198]",135,,1564192966,Open source all-iron battery for renewable energy storage,story,https://www.sciencedirect.com/science/article/pii/S2468067219300318?via%3Dihub
kennethfriedman,17.0,20537966,"[20540252, 20541545, 20540797, 20540758, 20540551, 20541788, 20541231, 20540830]",96,,1564171805,Show HN: A Demo IDE for Scheme,story,https://kennethfriedman.org/projects/toski/
rchaudhary,141.0,20538614,"[20539458, 20539682, 20539162, 20539557, 20540015, 20539818, 20538959, 20539128, 20540187, 20538843, 20538789, 20541606, 20540282, 20542521, 20539277, 20538946, 20539950, 20541673, 20541032]",267,,1564177422,Wind is outpacing coal as a power source in Texas for the first time,story,https://edition.cnn.com/2019/07/25/us/texas-wind-energy-trnd/index.html
pseudolus,1.0,20550934,[20551335],8,,1564365443,Stop Being Reasonable – why we can’t get people to act rationally,story,https://www.theguardian.com/books/2019/jul/23/stop-being-reasonable-how-we-really-change-our-minds-eleanor-gordon-smith-review
doppp,108.0,20531334,"[20533236, 20531625, 20532965, 20531849, 20535016, 20535348, 20534013, 20533998, 20531809]",197,,1564102171,"Unity, now valued at $6B, raising up to $525M",story,https://techcrunch.com/2019/07/25/unity-now-valued-at-6b-raising-up-to-525m/
bjoko,215.0,20533096,"[20534079, 20538800, 20534377, 20534177, 20534370, 20538730, 20534493, 20538866, 20534604, 20534132, 20534076, 20537044, 20539985, 20534375, 20542318, 20538148, 20535842, 20540350, 20539982, 20542053, 20537852]",124,,1564127335,Apple expected to adopt keyboard with scissor mechanism for 16-inch MacBook Pro,story,https://www.macrumors.com/2019/07/25/kuo-16-inch-macbook-pro-scissor-keyboard/
deepbow,2.0,20537955,[20540997],19,,1564171700,Back-ting,story,https://www.filmcomment.com/blog/present-tense-back-ting/
odysseas,20.0,20550412,"[20550508, 20550506]",25,,1564356734,Upwork founder goes all-remote in next startup,story,https://medium.com/@odysseas/5-things-being-an-upwork-founder-taught-me-about-all-remote-862a2409cbfe
prostoalex,17.0,20534634,"[20539743, 20539879, 20541436, 20541547, 20541146, 20539973]",92,,1564147995,The Aesthetic Beauty of Math,story,https://www.theparisreview.org/blog/2019/07/22/the-aesthetic-beauty-of-math/
pcr910303,8.0,20542258,"[20542292, 20542509, 20542755, 20543211]",73,,1564238869,MetaCall: Inter-language foreign function interface calls,story,https://github.com/metacall/core
azhenley,3.0,20540295,"[20541236, 20541410]",26,,1564199793,"Fixing Random, part 40 of 40",story,https://ericlippert.com/2019/07/26/fixing-random-part-40-of-40/
fanf2,78.0,20535984,"[20537403, 20538392, 20538482, 20538188, 20538512, 20536981, 20538316, 20544990, 20537558, 20539236, 20537735, 20539388, 20537626, 20539790, 20540062, 20540429, 20537814, 20537633]",143,,1564158477,A Pixel Is Not A Little Square (1995) [pdf],story,http://alvyray.com/Memos/CG/Microsoft/6_pixel.pdf
lkrubner,3.0,20551255,"[20555990, 20551708]",4,,1564369977,"A woman murdered her husband, and she got away with it",story,http://www.smashcompany.com/philosophy/this-woman-murdered-her-husband-and-she-got-away-with-it
AndrewBissell,26.0,20546067,"[20546483, 20546741, 20546558, 20547006, 20546703, 20547730, 20549243, 20547867]",34,,1564293214,Why Kubernetes Will Disappear,story,https://medium.com/@davidcarboni/why-kubernetes-will-disappear-10ffcfb39f01
timthorn,65.0,20536828,"[20539002, 20537805, 20538770, 20540123, 20539168, 20543794, 20538602, 20539230]",140,,1564163953,Marcus Hutchins spared US jail sentence over malware charges,story,https://www.bbc.co.uk/news/technology-49127569
lachlan-sneff,5.0,20549838,[20550136],18,,1564348009,"Engines of Creation, by K. Eric Drexler (1986)",story,https://en.wikipedia.org/wiki/Engines_of_Creation
mpweiher,1.0,20536137,[20537093],95,,1564159511,"Zanzibar: Google’s Consistent, Global Authorization System",story,https://www.usenix.org/conference/atc19/presentation/pang
tepidandroid,79.0,20535857,"[20541314, 20541141, 20543514, 20541373, 20541165, 20538911, 20540921, 20538971, 20539176, 20536702]",86,,1564157501,GraphQL Performance Monitoring Is Hard,story,https://medium.com/@__xuorig__/why-graphql-performance-monitoring-is-hard-41381bc7c44d
svatynepi,14.0,20550732,"[20550736, 20550812, 20550849, 20552201, 20552157, 20551368]",15,,1564362070,Show HN: Studyr – Student Planner for iOS,story,http://studyr.app
carapace,326.0,20537409,"[20537922, 20538634, 20539303, 20543060, 20539099, 20538093, 20539224, 20540650, 20538231, 20539023, 20538662, 20541213, 20538109, 20540420, 20540959, 20541327, 20539237, 20538122, 20538461, 20538152, 20540269, 20538671, 20539370, 20538534, 20540858, 20541050, 20538283, 20539065, 20538225, 20538617, 20538378, 20540887, 20540612, 20538606, 20538954, 20539839, 20538173, 20538490, 20538951]",586,,1564167557,How is China able to provide enough food to feed over 1B people?,story,https://www.quora.com/How-is-China-able-to-provide-enough-food-to-feed-its-population-of-over-1-billion-people-Do-they-import-food-or-are-they-self-sustainable?share=1
infodocket,0.0,20544049,,14,,1564259918,Medical Journal Editors Don’t Disclose Their Own Conflicts of Interest,story,https://www.sciencemag.org/news/2019/07/medical-journal-editors-expect-authors-disclose-conflicts-interest-don-t-disclose-their
vectorbunny,0.0,20547174,,3,,1564316757,The Forgotten Solution: Superdeterminism,story,https://backreaction.blogspot.com/2019/07/the-forgotten-solution-superdeterminism.html
bookofjoe,3.0,20543913,[20545887],17,,1564258643,Fitness Calculator,story,https://www.ntnu.edu/cerg/vo2max
thesephist,19.0,20533781,"[20540356, 20542778, 20540268, 20541117]",74,,1564137578,Visualizing and exploring sorting algorithms in two dimensions,story,https://dotink.co/posts/visualizing-sorting-algorithms/
bookofjoe,5.0,20531005,"[20538647, 20538656]",87,,1564098424,"Gin, Sex, Malaria, and the Hunt for Academic Prestige",story,https://www.chronicle.com/interactives/20190724-king-mead
jseliger,1.0,20545562,[20546414],24,,1564281630,Consent Matters: When Tech Takes Remote Control Without Your Permission,story,https://puri.sm/posts/consent-matters-when-tech-takes-remote-control-without-your-permission/
bryanrasmussen,0.0,20545980,,4,,1564291081,What Do You Call the Corner Store?,story,https://www.atlasobscura.com/articles/what-do-you-call-the-corner-store
kiyanwang,1.0,20542386,[20545616],12,,1564240675,My Minimalist Approach to Software Engineering,story,https://itnext.io/my-minimalist-approach-to-software-engineering-5bc743ecb295
mpweiher,1.0,20538019,[20549929],24,,1564172290,SemperOS: A Distributed Capability System,story,https://www.usenix.org/conference/atc19/presentation/hille
based2,8.0,20542269,"[20542816, 20545169, 20543867, 20544363]",54,,1564239147,Container Platform Security at Cruise,story,https://medium.com/cruise/container-platform-security-7a3057a27663
SandB0x,3.0,20537600,[20540142],20,,1564168908,Desert Aircraft 'Boneyards' (2014),story,http://www.bbc.com/future/story/20140918-secrets-of-the-aircraft-boneyards
rmason,11.0,20531580,"[20531590, 20532149, 20533262, 20532663]",60,,1564104756,Crossing Lake Michigan in a Bathtub,story,https://www.lansingstatejournal.com/story/opinion/columnists/judy-putnam/2019/07/25/okemos-man-50-years-ago-crossed-lake-michigan-bathtub/1807314001/
jrepinc,78.0,20536652,"[20537145, 20536860, 20536946, 20537139, 20537205, 20554692, 20536967, 20536855, 20537565, 20540084, 20538686, 20539096, 20536909, 20536850, 20538974, 20537353, 20536813, 20541387, 20536898, 20537696]",150,,1564163115,Pine64 Unleashes $200 Rockchip-Powered Pinebook Pro Linux Laptop,story,https://hothardware.com/news/raspberry-pi-rival-pine64-unleashes-200-pinebook-pro-linux-laptop#V7YJkhDrjbkSpcum.02
80mph,10.0,20531059,"[20541330, 20540803, 20542812, 20540616]",73,,1564098912,Wanderland: A journey through Iran’s wild west,story,https://www.1843magazine.com/journeys/wanderland-a-journey-through-irans-wild-west
SharpDavies,19.0,20540696,"[20540735, 20540897, 20540749]",40,,1564209123,Bluetooth Connectivity Threatens Security (2013),story,https://www.kaspersky.com/blog/bluetooth-security/1637/
register,53.0,20546513,"[20547210, 20547280, 20547050, 20547516, 20551848, 20547434, 20546722, 20547154, 20547409, 20548152, 20546847, 20547354, 20547008, 20547161, 20547000, 20546900, 20547082, 20547445, 20547835]",78,I have seen many discussions about how to invest but they seem targetted at the USA market. The main assumption is that one can expect to have a 6-7% return by investing in good ETFs. I have researched a little bit and I don&#x27;t see how that can be achieved investing in the European bonds&#x2F;stocks. At the moment the safest bet seems to park money in monetary&#x2F;government bonds that however don&#x27;t return more than 1.5% on average. Can somebody provide some suggestion references about good investment strategies with a low risk profile in an european context?,1564303993,Ask HN: How to invest safely in Europe?,story,
jger15,2.0,20538309,"[20540817, 20540822]",77,,1564175032,"Planning to Start, Planning to Finish",story,https://breakingsmart.substack.com/p/planning-to-start-planning-to-finish
nwatson,43.0,20532024,"[20542391, 20541648, 20543773, 20542191, 20542100]",50,,1564110296,The Water Wars of Arizona (2018),story,https://www.nytimes.com/2018/07/19/magazine/the-water-wars-of-arizona.html
La-ang,1.0,20535763,"[20537034, 20557351, 20536056]",18,,1564156792,The forgotten part of memory,story,https://www.nature.com/articles/d41586-019-02211-5
tapanjk,40.0,20546006,"[20549427, 20547171, 20547751, 20547022, 20547012, 20549255, 20547131, 20547298, 20546889, 20547268, 20546783, 20549175, 20546899, 20547089, 20549035]",111,,1564291683,Bezos: A CEO Who Can Write (2018),story,https://mondaynote.com/bezos-a-ceo-who-can-write-2f368ee36599
saturn_vk,20.0,20541345,"[20543612, 20543370, 20542943, 20546591, 20541527]",60,,1564223541,The Updated Draft Design for Go 2 Contracts,story,https://go.googlesource.com/proposal/+/4a54a00950b56dd0096482d0edae46969d7432a6/design/go2draft-contracts.md
ngaut,22.0,20531616,"[20535238, 20532956, 20534714, 20535060, 20535222, 20532927, 20533178]",90,,1564105122,MemGuard: Secure sensitive information in memory in Go,story,https://github.com/awnumar/memguard
jeisele,2.0,20536585,[20536586],21,,1564162767,A new prototyping tool for Vue developers,story,https://www.overvue.io/
tosh,14.0,20533546,"[20536655, 20536042, 20535387, 20538812, 20535571, 20539629]",105,,1564134184,Rooms and Mazes: A Procedural Dungeon Generator (2014),story,https://journal.stuffwithstuff.com/2014/12/21/rooms-and-mazes/
cs702,136.0,20529314,"[20529915, 20529988, 20529850, 20530336, 20530408, 20529944, 20530018, 20529874, 20529949, 20530173, 20529974, 20529863]",125,,1564086540,Amazon.com Announces Second Quarter Sales Up 20%,story,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-second-quarter-sales-20-634-billion
leandot,87.0,20541188,"[20542261, 20542694, 20542331, 20543758, 20542272, 20544018, 20542346, 20543179, 20542344, 20543068, 20542233, 20542480, 20545021, 20543611, 20543404, 20542353, 20542372, 20542123]",159,,1564219840,Goodbye Docker: Purging Is Such Sweet Sorrow,story,https://zwischenzugs.com/2019/07/27/goodbye-docker-purging-is-such-sweet-sorrow/
rmason,1.0,20549972,[20550700],6,,1564350018,AI-powered autocompletion software is Gmail’s Smart Compose for coders,story,https://www.theverge.com/2019/7/24/20708542/coding-autocompleter-deep-tabnine-ai-deep-learning-smart-compose
sahin-boydas,3.0,20533990,"[20537025, 20539053]",19,,1564141331,Twisted graphene exhibits previously-unseen form of magnetism,story,https://newatlas.com/graphene-new-form-magnetism/60770/
javinpaul,6.0,20534211,"[20538301, 20541853, 20537548, 20541183]",68,,1564143985,Milkman: An Extensible Alternative to Postman in JavaFX,story,https://github.com/warmuuh/milkman
tarl0s,61.0,20535206,"[20535536, 20535720, 20536366, 20539616, 20537886, 20535669, 20535627, 20535598, 20537311, 20538222, 20538885, 20535768, 20536231, 20536611, 20535577, 20538400, 20540114, 20537482, 20537421, 20535498, 20536430]",124,,1564152653,Hakuna Cloud – Stop cloud servers when they are not in use,story,https://hakuna.cloud/
Szpadel,39.0,20529312,"[20530114, 20529886, 20529795, 20529723, 20531280, 20530619, 20529652, 20529971, 20529726, 20529968]",132,,1564086531,Valonia ventricosa,story,https://en.wikipedia.org/wiki/Valonia_ventricosa
rememberlenny,386.0,20536288,"[20536736, 20536555, 20538913, 20539384, 20536721, 20538296, 20536798, 20536929, 20536605, 20536912, 20536726, 20537251, 20536636, 20537561, 20536700, 20537790, 20541245, 20536727, 20536901, 20540547, 20536565, 20538009, 20538725, 20537569, 20540490, 20536536, 20537296, 20537544, 20537068, 20536990, 20538289, 20536552]",365,,1564160559,IRS sends warning letters to more than 10k cryptocurrency holders,story,https://www.wsj.com/articles/irs-sending-warning-letters-to-more-than-10-000-cryptocurrency-holders-11564159523?mod=rsswn
dcu,17.0,20534153,"[20536583, 20540259, 20536080, 20539705, 20537192, 20537743, 20539122]",93,,1564143443,Safely Rewriting Mixpanel’s Highest-Throughput Service,story,https://engineering.mixpanel.com/2019/07/24/safely-rewriting-mixpanels-highest-throughput-service-in-golang/
DyslexicAtheist,15.0,20541144,"[20543326, 20552784, 20544077, 20547531, 20542574, 20542809, 20543250]",37,,1564218846,Some Criticisms of RISC-V,story,https://gist.github.com/erincandescent/8a10eeeea1918ee4f9d9982f7618ef68
IRLIamOffline,54.0,20533446,"[20533842, 20534579, 20533932, 20535556, 20533671, 20536572, 20533652, 20537804, 20545555, 20536674, 20533714, 20533591, 20533627]",283,,1564132582,A friendly web development tutorial for complete beginners (2017),story,https://internetingishard.com/html-and-css/
furcyd,31.0,20529808,"[20530987, 20530278, 20531095, 20533659, 20530976, 20530620, 20530376, 20530433, 20530385]",33,,1564089455,Detailed analysis of a star’s orbit near supermassive black hole,story,http://newsroom.ucla.edu/releases/einstein-general-relativity-theory-questioned-ghez
sohkamyung,3.0,20532569,"[20542091, 20540896, 20542573]",55,,1564118705,How to Map the Brain,story,https://www.nature.com/articles/d41586-019-02208-0
zoobab,223.0,20533576,"[20534838, 20533782, 20533727, 20534294, 20535696, 20533772, 20533808, 20533757, 20533828, 20535219, 20535020, 20534904, 20538590, 20533786, 20537191, 20536204, 20537597, 20534661, 20533715, 20533834]",523,,1564134694,The UK authorities made illegal copies of the Schengen Information System,story,https://twitter.com/SophieintVeld/status/1154689216170926080
JaimeThompson,52.0,20535872,"[20536676, 20536881, 20536963, 20536679, 20537662, 20536517, 20537527, 20540334, 20537552, 20540294, 20536420, 20538254, 20536010, 20539736, 20537835, 20537373]",109,,1564157584,US government approves T-Mobile/Sprint merger,story,https://arstechnica.com/tech-policy/2019/07/its-official-us-government-approves-t-mobilesprint-merger/
chunkyslink,70.0,20554052,"[20554557, 20554602, 20554316, 20554451, 20554709, 20554716, 20554254, 20554223, 20554399, 20554733, 20554783, 20554282, 20554655, 20554721, 20554702, 20554719, 20554889, 20555067, 20554345, 20554594, 20554357]",49,,1564404763,Why the Stranger Things ‘red room’ is confusing younger fans,story,https://www.theguardian.com/tv-and-radio/shortcuts/2019/jul/29/in-the-dark-why-the-stranger-things-red-room-is-confusing-younger-fans
ClintEhrlich,53.0,20529689,"[20532683, 20530163, 20531347, 20530549, 20533301, 20530348, 20529975, 20533447, 20532505, 20534386, 20531389, 20533089, 20530953, 20530227, 20530571]",119,,1564088693,Cargo ships that ‘liquefy’ (2018),story,http://www.bbc.com/future/story/20180905-the-cargo-ships-that-liquefy
pseudolus,4.0,20539724,"[20540582, 20543399, 20540906]",9,,1564189677,The Case for Keeping San Francisco's Disputed Murals,story,https://www.nytimes.com/2019/07/26/arts/design/george-washington-san-francisco-murals.html
pseudolus,142.0,20541419,"[20541661, 20541531, 20543395, 20541502, 20541709, 20542242, 20541501, 20541636, 20541619, 20541460, 20541890, 20541475, 20543202, 20541494, 20543397, 20541748, 20541506, 20541509, 20541538, 20542713, 20541463, 20542933, 20541677, 20542276, 20541803, 20541886, 20541569, 20543459, 20541470]",122,,1564225333,The arm’s-length flats of Tokyo [video],story,https://www.bbc.com/worklife/article/20190718-the-arms-length-flats-of-tokyo
headalgorithm,163.0,20535385,"[20535529, 20536627, 20540312, 20537875, 20536129, 20535967, 20536116, 20536473, 20537422, 20535521, 20537186, 20540036, 20536994, 20535623, 20535843, 20536038, 20538598, 20536233, 20535940, 20538023, 20536152, 20538359, 20535563, 20535531, 20535481, 20535588]",290,,1564153956,Japan approves first human-animal embryo experiments,story,https://www.nature.com/articles/d41586-019-02275-3
ingve,55.0,20533488,"[20535169, 20538026, 20536893, 20534815, 20535251, 20534975, 20538353, 20535196]",57,,1564133284,Survey results: ISO C++ feature proposals,story,https://herbsutter.com/2019/07/25/survey-results-your-top-five-iso-c-feature-proposals/
fisian,14.0,20542241,"[20542538, 20542833, 20543107, 20543491, 20542498]",37,,1564238694,Van Allen radiation belt,story,https://en.wikipedia.org/wiki/Van_Allen_radiation_belt
Balgair,224.0,20535390,"[20536287, 20535841, 20535725, 20538751, 20535645, 20535732, 20538108, 20537948, 20535617, 20536146, 20538375, 20535702, 20538293, 20536672, 20536353, 20536306, 20536031, 20537725, 20540368, 20535963, 20535535, 20538166, 20539753, 20537529, 20538105, 20540322, 20539696, 20535730, 20539163, 20535788]",191,,1564153992,More money than anyone imagined: an explanation for why the bubble never burst,story,https://www.theatlantic.com/ideas/archive/2019/07/whatever-happened-tech-bubble/594856/
commandersaki,34.0,20531178,"[20531343, 20532035, 20532051, 20532386]",36,,1564100273,Moving to IPv6 (2002),story,https://web.archive.org/web/20021017164820/http://cr.yp.to/proto/ipv6.html
swibbler,2.0,20543589,"[20544923, 20544917]",22,,1564254764,The Most Modern of Modern Sports,story,https://www.damninteresting.com/the-most-modern-of-modern-sports/
licitdev,0.0,20545977,,3,,1564291043,Show HN: Generate seeded Hashids that is unique per scope,story,https://github.com/licitdev/seeded-hashids
based2,112.0,20541781,"[20542301, 20542148, 20542385, 20542077, 20542099, 20542228, 20542084, 20542132, 20542960, 20542121, 20544554, 20542154, 20543061, 20543170, 20542648, 20544028, 20543022, 20543165, 20543697, 20543457, 20542926, 20543610, 20544315, 20542742, 20542187, 20543106]",262,,1564231638,Claiming your $125 from Equifax is a “moral duty”,story,https://boingboing.net/2019/07/26/soak-em.html
resalisbury,238.0,20539012,"[20539869, 20539559, 20539383, 20539495, 20539500, 20539405, 20539453, 20539726, 20539969, 20539539, 20539809, 20540646, 20539751, 20539510, 20539817, 20539408, 20539646, 20539607, 20539367, 20539521, 20539683, 20539748, 20539990, 20539927, 20539356, 20539608, 20539345, 20539509, 20539482, 20539160, 20539395]",198,,1564181108,The Library Card Project: The Ease of Forming Anonymous Companies in the U.S.,story,https://gfintegrity.org/report/the-library-card-project/
igushev,14.0,20539678,"[20539915, 20540052, 20540372, 20540069]",64,,1564189008,Show HN: Library for a Travel Service to Optimize Time During Trip to a City,story,https://github.com/igushev/city_visit_planner
mmaioe,0.0,20545808,,3,,1564287437,Graphical Model Modelling Tool (Machine Learning) – Graphical Model Lab,story,https://github.com/GraphicalModelLab/GML_SaaS
dredmorbius,73.0,20531236,"[20534930, 20534818, 20535960, 20539294, 20534797, 20535165, 20538330, 20534147, 20535011, 20538135, 20535346, 20534515, 20534873]",70,,1564100941,The Trust Crisis,story,https://hbr.org/cover-story/2019/07/the-trust-crisis
jelliclesfarm,5.0,20537834,"[20539734, 20541700]",40,,1564170749,"Virus-resistant gene-edited tomatoes won’t be regulated as GMOs, USDA says",story,https://geneticliteracyproject.org/2019/07/26/virus-resistant-tomatoes-wont-be-regulated-as-gmos-usda-says/
mutnedjemet1980,33.0,20533520,"[20539103, 20539447, 20540450, 20539069, 20541760, 20541571, 20541004, 20540807, 20544818]",45,,1564133816,3D model of slave ship brings harrowing history to life,story,https://www.archaeology.wiki/blog/2019/07/26/3-d-model-of-18th-century-slave-ship-brings-a-harrowing-story-to-life/
benbreen,0.0,20533195,,11,,1564129008,Over the Edge (2013),story,https://mikejay.net/over-the-edge/
